5
8
128
0.550000
0.001000
0.000020
0.020000,0.150000,0.150000,0.200000,-0.100000
-0.030000,0.070000,0.100000,-0.050000,0.060000
0.050000,0.100000,-0.020000,-0.050000,0.050000
0.100000,-0.050000,0.040000,0.050000,0.100000
-0.050000,-0.100000,0.050000,0.100000,-0.050000
-1
0,0.891436,3.300778,50.868626,84.487579
1,2.274707,2.529809,59.461349,59.653175
1,2.441411,4.816106,57.824993,32.633461
2,1.638168,4.437866,54.607643,52.106464
2,1.931884,3.679990,123.966133,43.121063
3,0.063796,3.213245,54.552437,82.542458
3,15.695138,3.554851,46.353794,97.379974
4,15.119231,4.018787,32.518040,83.272568
4,14.902550,2.189005,16.601873,184.886932
0,1.066576,3.830937,66.910347,50.774036
1,2.331404,3.596168,72.094200,22.457108
1,2.305445,2.170677,68.854202,102.475906
2,3.014973,2.722810,105.797760,35.456539
2,1.783071,2.850219,74.445717,101.669975
3,15.938787,3.416647,34.078716,82.214676
3,15.707736,3.268398,55.501945,79.313431
4,14.557362,3.210890,36.503742,158.793381
4,15.070303,2.789472,39.706905,126.709663
0,0.801808,4.519104,69.702652,57.238823
1,2.659244,3.131123,50.458218,76.090546
1,0.514159,5.924479,102.508598,58.213963
2,3.040093,3.998785,74.901054,40.674068
2,0.447556,6.550052,62.215813,69.321716
3,0.027887,3.919706,80.422554,82.745743
3,0.121015,4.325500,68.024918,69.711967
4,0.301638,2.377830,49.319359,77.688530
4,15.323625,2.226017,4.638875,130.451035
0,1.336957,4.072556,70.683990,59.121281
1,15.958161,5.806110,89.759308,60.735489
1,2.417227,4.301179,37.027168,31.270292
2,2.202726,3.946995,56.719723,43.215931
2,0.969021,1.323087,44.669800,45.877693
3,0.287880,3.970751,57.742649,80.550072
3,15.486132,3.435293,55.252689,81.846397
4,15.604657,4.212783,71.323418,85.535866
4,3.147074,0.292685,-10.081043,-13.349828
0,1.352276,3.293847,75.006332,91.283752
1,1.278696,5.771902,85.405975,51.988873
1,1.872811,1.978548,72.932571,86.498001
2,0.821060,4.983886,71.633347,39.472050
2,0.674222,5.403063,103.989571,56.705826
3,15.844342,2.695509,55.663155,104.244186
3,0.166148,2.776052,30.512842,110.854836
4,8.662951,8.260946,0.080563,0.099528
4,11.268826,14.121488,-1.436594,-1.469334
0,0.725572,3.915643,70.158470,80.411598
1,1.160047,6.159009,93.355453,50.517349
1,2.789579,4.473008,34.667999,49.452011
2,15.933930,6.480746,120.853615,54.105183
2,14.634901,5.530716,54.916153,80.689926
3,0.559552,3.230640,55.400360,62.132427
3,0.490600,3.490414,70.305786,71.214966
4,14.620657,2.786192,9.547518,111.376724
4,14.961395,4.360088,80.193588,136.332687
0,0.946998,4.083548,49.448513,91.277695
1,1.534139,5.485819,30.964409,63.437626
1,2.351761,3.353153,78.465836,49.308315
2,15.880060,5.339178,76.863983,53.551815
2,2.113733,4.514779,44.187958,52.036423
3,15.870156,4.106791,53.633404,61.053707
3,15.696023,3.888683,60.847290,94.878273
4,15.678265,2.109571,16.498295,89.404465
4,9.700301,15.793409,0.828197,-0.166969
0,1.465763,3.736141,71.516731,82.417236
1,2.782332,2.254619,41.734436,52.650547
1,0.229363,6.129290,64.576401,56.746948
2,2.523934,1.727267,60.939934,69.186935
2,0.790074,6.334269,50.719929,34.757034
3,15.917145,3.679952,85.115822,77.144318
3,15.056437,3.427938,25.128716,108.956047
4,14.743897,3.485946,52.221272,133.932373
4,15.946145,2.334025,4.221554,110.729820
0,0.476280,4.242301,71.187973,80.539124
1,1.100210,5.387528,98.494530,38.243053
1,2.136605,5.195874,56.507191,37.412075
2,9.153894,15.875668,-0.861941,0.180202
2,0.269760,5.548257,76.584366,45.379482
3,0.207780,3.714234,89.437157,72.176811
3,0.470230,3.725951,108.976891,84.753487
4,15.506025,2.471866,10.273215,116.934052
4,13.056780,12.506808,-4.560258,-1.648268
0,0.430165,4.572476,53.716537,68.704399
1,0.860970,5.812183,94.834694,49.479240
1,15.620722,6.092448,100.192352,47.957195
2,1.612347,4.965959,39.272812,61.617664
2,0.365392,5.085514,67.347023,63.883133
3,0.174183,3.468038,63.151615,85.791382
3,15.506008,2.766732,13.377076,104.966560
4,14.785849,4.030354,55.252453,132.829163
4,14.906423,3.086981,25.106260,92.605957
0,0.747090,4.232335,92.001167,63.902920
1,2.801435,3.586200,106.190605,81.749443
1,3.118497,3.200336,80.208382,27.808437
2,3.151310,3.609104,66.639076,8.943542
2,1.747432,3.998589,80.076141,28.922892
3,15.955423,2.989321,45.384026,99.411064
3,15.260615,3.621523,60.813568,106.748253
4,15.834024,4.501270,108.932365,61.693710
4,15.335624,4.145015,69.362076,63.705334
0,0.844322,3.617167,84.585510,71.275856
1,2.555370,2.749247,67.824760,60.027641
1,1.639452,5.948685,84.468346,21.037542
2,1.535612,1.295072,28.708649,85.452538
2,1.891750,3.274107,29.541460,23.134153
3,15.674274,3.033514,59.598255,102.990631
3,15.470759,3.757592,71.243591,106.059258
4,5.821324,0.320835,7.266070,2.242762
4,11.645201,0.928542,-5.708200,5.909055
0,1.151148,4.338321,79.256432,70.935822
1,10.532455,4.854314,0.000459,0.000338
1,2.237875,3.000443,82.641144,96.255157
2,1.247263,5.080201,59.160259,49.691158
2,1.959008,4.773109,31.210316,44.050606
3,15.353083,3.027979,40.787083,105.003426
3,0.496934,2.919701,78.994499,54.973965
4,14.436137,3.729689,40.599426,114.013077
4,14.948114,3.741113,31.905134,97.966278
0,1.131165,3.588222,108.826485,70.160568
1,15.516716,5.613539,99.132751,66.097778
1,1.807570,5.344590,41.563473,51.151772
2,1.303860,4.683129,47.842255,68.793068
2,1.971283,4.226365,75.427292,52.090084
3,15.268632,3.233184,59.180855,116.866142
3,0.315076,3.205913,43.637909,42.866615
4,14.989331,2.533355,16.148149,148.487442
4,15.335290,4.553518,89.787285,92.314827
0,0.901364,2.940943,35.069683,99.943138
1,2.583104,3.962147,72.446556,76.899895
