5
24
3072
0.550000
0.001000
0.000020
0.020000,0.150000,0.150000,0.200000,-0.100000
-0.030000,0.070000,0.100000,-0.050000,0.060000
0.050000,0.100000,-0.020000,-0.050000,0.050000
0.100000,-0.050000,0.040000,0.050000,0.100000
-0.050000,-0.100000,0.050000,0.100000,-0.050000
-1
0,11.796894,45.239597,-33.416050,-47.279133
1,30.122316,15.261843,-1.689678,-4.567311
1,2.714698,37.364620,8.464355,-3.548873
2,3.052645,36.027275,8.183187,-6.650293
2,18.673767,41.873676,-3.683900,4.061096
3,12.706141,45.779129,-34.932411,-51.903584
3,11.680007,44.312630,-31.292089,-43.768452
4,38.670944,1.022932,-0.000000,-0.000000
4,0.128551,38.048328,10.782487,-7.165752
0,11.941084,44.656582,-48.667229,-50.561295
1,18.676039,43.574902,-2.456266,3.054021
1,19.681339,42.703468,-3.426142,3.854650
2,18.394556,42.007973,-3.895480,4.198545
2,19.042240,42.112698,-3.944552,4.126461
3,13.076382,44.807762,-40.078045,-55.275055
3,12.067932,44.058468,-46.181019,-52.736889
4,45.676777,24.505539,-0.000000,0.000000
4,11.028633,46.736923,-54.692532,-41.115604
0,19.304916,43.157063,-4.039870,4.020703
1,19.824095,43.217327,-4.460376,3.838295
1,3.124229,36.829243,8.531293,-4.464495
2,2.631214,35.959793,6.663434,-4.084499
2,18.867102,44.199497,-3.994858,5.368509
3,11.866558,46.258003,-41.258801,-53.424023
3,11.910140,44.504765,-36.727619,-50.661980
4,13.637486,27.535843,-0.000000,0.000000
4,9.441413,42.330811,-18.183006,7.050244
0,14.417466,0.492016,-84.557625,-27.201069
1,18.930637,43.316574,-3.452171,3.517164
1,14.611306,0.319450,-39.700058,32.411827
2,18.795748,42.245033,-3.915471,4.270763
2,31.383286,15.728728,-0.726999,-3.630171
3,12.348944,45.885376,-26.160137,-53.551674
3,11.969221,46.262272,-37.991352,-47.940525
4,14.544864,2.821919,-14.309133,98.529137
4,21.817423,12.462379,-0.781057,0.719302
0,12.001183,45.800915,-38.416096,-57.426212
1,19.376186,43.195217,-4.156624,4.851688
1,2.977143,36.429447,7.044305,-3.926084
2,15.310736,47.427731,4.921638,47.518837
2,20.482471,43.830261,-3.871061,3.755551
3,12.675051,45.008614,-42.690590,-53.531021
3,12.873134,45.158070,-40.949287,-52.824871
4,15.766898,46.201256,-96.476768,-26.902925
4,15.111584,25.842346,-0.137515,-0.069249
0,11.512426,45.125679,-33.608700,-49.964565
1,19.626335,43.648594,-4.019647,4.488554
1,18.717508,42.695911,-4.102684,4.186009
2,17.870760,43.124191,-3.248866,4.451263
2,2.536371,35.785206,8.402053,-3.241430
3,11.443932,45.774300,-30.796051,-48.747276
3,11.354094,45.876465,-40.337482,-43.829239
4,10.151116,46.180737,-32.962570,-34.724712
4,12.283405,46.876637,-13.608525,-46.629292
0,11.731189,44.916256,-37.409447,-47.920349
1,19.331484,43.571960,-3.532300,4.270223
1,14.587990,0.702739,-67.772743,-66.492630
2,20.068521,42.669662,-4.249298,4.662835
2,3.940176,37.840862,6.843962,-4.390770
3,12.509926,43.959778,-33.971157,-49.859406
3,13.135088,45.135067,-29.548933,-45.299210
4,29.200508,13.335941,-8.183378,-3.611095
4,13.602302,45.617104,-37.601860,-42.016323
0,11.534118,45.002834,-33.512047,-53.166122
1,19.987207,43.316536,-3.253326,2.871553
1,18.466318,43.713982,-4.072410,3.526835
2,19.097656,42.198212,-3.420241,3.797264
2,14.646777,46.686119,-54.012665,1.859898
3,12.118134,46.346466,-29.952370,-50.839092
3,12.744177,45.540146,-29.745434,-54.740623
4,33.697350,10.407743,0.000002,0.000001
4,10.309237,10.876631,0.000000,-0.000000
0,11.641077,45.569202,-37.808331,-40.439045
1,18.541180,42.981228,-3.798162,5.024933
1,18.758980,43.053661,-3.959045,3.546904
2,18.906404,41.931454,-3.673043,3.927957
2,17.949963,42.722546,-4.417990,4.629605
3,12.356892,44.593498,-42.529507,-51.999931
3,12.738975,46.315186,-29.113304,-56.168221
4,28.726225,13.612404,-3.068764,-5.706874
4,14.306727,24.002653,-0.038534,-0.026564
0,11.572627,45.092510,-39.338215,-45.694561
1,19.187563,43.486332,-4.757738,4.069347
1,19.482391,43.659649,-4.294290,3.566489
2,13.771927,1.405103,85.336655,3.339533
2,18.790489,44.272945,-4.700988,4.003838
3,12.049431,46.111744,-25.188904,-45.314053
3,11.959076,46.106991,-25.827511,-53.836758
4,9.204214,41.672508,-2.867780,7.713930
4,13.737448,44.845211,-29.039362,-41.750103
0,11.558382,44.944340,-37.756271,-49.953285
1,19.458166,42.457024,-3.830211,4.125491
1,19.597540,43.463291,-4.382037,4.355453
2,14.700788,47.485214,-5.168859,-0.802022
2,19.791069,43.988106,-3.682699,3.663210
3,11.500922,44.146061,-29.687225,-61.554947
3,12.105158,46.178112,-42.168510,-43.977489
4,13.702174,44.036457,-54.538750,-65.531250
4,27.731333,15.926106,-2.975748,-0.897254
0,13.938378,0.315477,-53.750359,16.366993
1,2.187184,37.926949,7.925829,-5.391467
1,1.855363,36.907356,6.603834,-3.507370
2,19.423058,41.954956,-3.797455,3.212970
2,13.119477,1.035163,15.680861,18.695162
3,10.856682,44.938240,-23.716904,-59.187614
3,4.729205,36.479103,7.621760,-8.163211
4,46.783775,39.717091,7.780797,-3.913468
4,41.503262,27.598885,-0.079499,-0.698818
0,19.110950,43.044689,-4.359326,4.487732
1,2.241440,37.192913,7.628638,-5.035252
1,2.941506,37.163589,8.690011,-5.181367
2,18.323050,43.843216,-3.957351,3.749405
2,20.144533,42.878353,-3.960708,4.004447
3,11.679056,46.236542,-30.161894,-47.943436
3,11.590660,44.102188,-33.083462,-43.466869
4,14.107471,45.107498,-42.781338,-56.022301
4,14.000547,36.579964,12.274351,-2.057569
0,12.484766,45.110584,-33.947868,-51.216496
1,19.535217,43.518806,-3.042847,4.796312
1,29.694799,15.754499,-0.860909,-2.342592
2,2.777482,35.787258,7.928904,-6.005660
2,19.523565,44.048199,-3.637441,4.423593
3,12.422093,45.754578,-33.337376,-50.835056
3,11.729486,44.391094,-27.596189,-41.639019
4,5.870872,46.126907,0.466245,-5.856725
4,4.483909,35.808285,10.269703,-2.688733
0,12.285993,45.229660,-38.067829,-48.019569
1,19.497190,42.856396,-3.979443,4.229211
1,18.362907,43.562386,-5.163574,4.270493
2,29.053255,15.426784,0.940668,-2.851018
2,3.447170,36.033672,7.848167,-3.734913
3,12.527262,44.067608,-36.092152,-52.047188
